ID,Supply Chain Segment,Updated,Team Member,Status2,Timeline,Company,Facility Name,Facility Type,Product Type,Product,Workforce,Production Capacity,Website,Facility Phone,Facility City,Facility State or Province,Facility Country,Data Source,Latitude,Longitude,Status,Workforce_dummy
5020,Modules and Packs,8/13/21,NA,Active,NA,Arkema,Arkema - Bostik Adhesives,NA,Non-cell components,Other,Unknown,NA,https://www.arkema.com,270-395-7121,Wauwatosa,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.04741365,-88.05395107,Commercial,0
5021,Modules and Packs,NA,NA,Active,NA,"Auto Motive Power, Inc.","Auto Motive Power, Inc.",NA,Cell assemblies and groupings,Packs,100,NA,https://www.automotivepower.com,800-894-7104,Santa Fe Springs,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.56,-118.5,Commercial,100
5022,Modules and Packs,8/1/22,NA,Active,NA,Battery Specialties,Battery Specialties,NA,Cell assemblies and groupings,Packs,35,NA,https://www.batteryspecialties.com,800-854-5759,Costa Mesa,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.69746391,-117.9300183,Commercial,35
5023,Modules and Packs,8/1/22,NA,Active,NA,"Blue Line Battery, Inc.","Blue Line Battery, Inc.",NA,Cell assemblies and groupings,Packs,12,NA,https://www.bluelinebattery.com,262-501-3376,Beloit,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.5,-93.64,Commercial,12
5024,Modules and Packs,8/6/21,NA,Active,NA,Blue Solutions Canada Inc.,Blue Solutions Canada Inc.,NA,Cell assemblies and groupings,Packs,228,NA,https://www.blue-solutions.ca,450-655-6622,Boucherville,QC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.55609102,-73.42518584,Commercial,228
5025,Modules and Packs,8/4/22,NA,Planned or under construction,2025,Ford Motor Company & SK Innovation (joint venture),BlueOval SK Battery Park,NA,Cell assemblies and groupings,Packs,5000,86 GWh/yr,https://www.corporate.ford.com/operations/blue-oval-city/kentucky.html,NA,Glendale,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.6,-85.9,Planned (2025),5000
5026,Modules and Packs,8/4/22,NA,Planned or under construction,2025,Ford Motor Company; SK Innovation,BlueOval City,NA,Cell assemblies and groupings,Packs,5800,43 GWh/Yr,https://www.corporate.ford.com/operations/blue-oval-city/tennessee.html,NA,Stanton,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.40291562,-89.41731195000001,Planned (2025),5800
5027,Modules and Packs,8/9/21,NA,Active,NA,BMW Manufacturing,Spartanburg Manufacturing Plant,NA,Cell assemblies and groupings,Packs,120,22500 units/yr,https://www.bmwgroup-werke.com,864-802-6000,Greer,SC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.89464798,-82.18036567,Commercial,120
5028,Modules and Packs,8/8/22,NA,Active,NA,"Braille Battery, Inc","Braille Battery, Inc",NA,Cell assemblies and groupings,Packs,15,NA,https://www.braillebattery.com,941-312-5047,Sarasota,FL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,27.41740683,-82.54567899,Commercial,15
5029,Modules and Packs,8/4/22,NA,Planned or under construction,unknown timeline,Britishvolt,Britishvolt,NA,Cell assemblies and groupings,Packs,Unknown,60 GWh/Yr,https://www.www.britishvolt.com,781610860,Quebec,QC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.62,-73.5,Planned (unknown timeline),0
5030,Modules and Packs,8/8/22,NA,Active,NA,Calogy Solutions,Calogy Solutions,NA,Non-cell components,Thermal Systems,22,NA,https://www.calogysolutions.com,819-200 3083,Sherbrooke,QC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.39616269,-71.97429292000001,Commercial,22
5031,Modules and Packs,8/1/22,NA,Active,NA,"Cell-Con, Inc.","Cell-Con, Inc.",NA,Cell assemblies and groupings,Packs,30,NA,https://www.cell-con.com,800-771-7139,Bedford,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.93709165,-78.58147774,Commercial,30
5032,Modules and Packs,8/9/21,NA,Active,NA,Clarios,Clarios,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.clairos.com,616-494-4420,Holland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.75292248,-86.10851333,Commercial,0
5033,Modules and Packs,8/1/22,NA,Active,NA,Conamix Inc.,Conamix Inc.,NA,Cell assemblies and groupings,Packs,14,NA,https://www.conamix.com,(607) 216-6229,Ithaca,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.44,-76.46000000000001,Commercial,14
5034,Modules and Packs,8/1/22,NA,Active,NA,Coreshell Technologies Inc,Coreshell Technologies Inc,NA,Cell assemblies and groupings,Packs,5,NA,https://www.coreshelltech.com,(415) 314-9926,San Leandro,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.71,-122.1,Commercial,5
5035,Modules and Packs,11/23/22,NA,Active,NA,Cuberg,Advanced Technology Center,NA,Cell Assemblies/ Groupings,Packs,40,NA,https://www.cuberg.net,NA,Emeryville,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.84768802,-122.2882268,Pre-commercial or startup,40
5035,Modules and Packs,8/1/22,NA,Active,NA,Custom Power,Custom Power,NA,Cell assemblies and groupings,Packs,75,NA,https://www.custompower.com,800-896-5059,Fountain Valley,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.70159922,-117.9382855,Commercial,75
5036,Modules and Packs,8/1/22,NA,Planned or under construction,unknown timeline,Daimler,Daimler Tuscaloosa Plant,NA,Cell assemblies and groupings,Packs,4400,NA,https://www.daimler.com,NA,Vance,AL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.1842915,-87.26243943,Under construction (unknown timeline),4400
5037,Modules and Packs,8/1/22,NA,Active,NA,"Dantona Industries, Inc.","Dantona Industries, Inc.",NA,Cell assemblies and groupings,Packs,30,NA,https://www.dantona.com,800-326-8662,Wantagh,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.67292415,-73.51765883,Commercial,30
5038,Modules and Packs,8/7/21,NA,Active,NA,"EaglePicher Technologies, LLC",Medical Power Production,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.eaglepicher.com,604-543-4350,Surrey,BC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.15197091,-122.8592707,Commercial,0
5039,Modules and Packs,8/7/21,NA,Active,NA,"EaglePicher Technologies, LLC",Aerospace Business Unit an Lithium Ion Center of Excellence,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.eaglepicher.com,417-624-3167,Joplin,MO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.06354149,-94.40217939,Commercial,0
5040,Modules and Packs,8/7/21,NA,Active,NA,"EaglePicher Technologies, LLC",Defense Strategic Business Unit,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.eaglepicher.com,417-623-8000,Joplin,MO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.09471319,-94.52805959,Commercial,0
5042,Modules and Packs,8/4/22,NA,Active,NA,Electric Power Systems,Electric Power Systems,NA,Cell assemblies and groupings,Modules/Arrays,135,NA,https://www.ep-sys.net,435-535-6978,North Logan,UT,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.78329698,-111.81006370000001,Pre-commercial or startup,135
5043,Modules and Packs,8/1/22,NA,Active,NA,"Electrochem Solutions, Inc.",NA,NA,Cell assemblies and groupings,Packs,120,NA,https://www.electrochemsolutions.com,781-830-5800,Raynham,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.90431547,-71.0245526,Commercial,120
5044,Modules and Packs,8/1/22,NA,Active,NA,"Element Energy, Inc.","Element Energy, Inc.",NA,Cell assemblies and groupings,Packs,24,NA,https://www.elementenergy.com,650-330-6600 ,Melno Park,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.47,-122.19,Commercial,24
5045,Modules and Packs,8/9/21,NA,Active,NA,Eneon ES,Indoor fabrication and integration facility,NA,Cell assemblies and groupings,Racks/Cabinets,Unknown,NA,https://www.eneon-es.com,403-877-8541,Calgary,AB,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,NA,NA,Commercial,0
5045,Modules and Packs,11/27/22,NA,Active,NA,"Element Energy, Inc.","Element Energy, Inc.",NA,Non-cell Components,BMS,24,NA,https://www.elementenergy.com, 650-330-6600 ,Melno Park,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.47,-122.19,Commercial,24
5046,Modules and Packs,8/9/21,NA,Active,NA,Eneon ES,Outdoor fabrication and assembly yard,NA,Cell assemblies and groupings,Racks/Cabinets,Unknown,NA,https://www.eneon-es.com,403-877-8541,Calgary,AB,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,NA,NA,Commercial,0
5046,Modules and Packs,11/25/22,NA,Active,NA,Eneon ES,Indoor fabrication and integration facility,NA,Cell Assemblies/ Groupings,Racks / Cabinets,15,NA,https://www.eneon-es.com,844-589-4743,Calgary,AB,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,50.94783149,-113.99118930000002,Commercial,15
5047,Modules and Packs,NA,NA,Active,NA,"EnPower, Inc.","EnPower, Inc.",NA,Cell assemblies and groupings,Packs,100,0.8 GWh/yr,https://www.enerdel.com,317-703-1800,Indianapolis,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.91529956,-86.03523942000001,Commercial,100
5048,Modules and Packs,8/21/21,NA,Active,NA,EnerSys,Purcell,NA,Cell assemblies and groupings,Modules/Arrays,Unknown,NA,https://www.purcellsystems.com,509-755-0341,Spokane Valley,WA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,47.68515927,-117.1874007,Commercial,0
5049,Modules and Packs,8/21/21,NA,Active,NA,EnerSys,Purcell,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.purcellsystems.com,509-755-0341,Spokane Valley,WA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,47.68515927,-117.1874007,Commercial,0
5050,Modules and Packs,8/21/21,NA,Active,NA,EnerSys,Alpha Technologies,NA,Cell assemblies and groupings,Modules/Arrays,Unknown,NA,https://www.alpha.com,800-322-5742,Suwanee,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.01906671,-84.06939881999999,Commercial,0
5051,Modules and Packs,8/21/21,NA,Active,NA,EnerSys,Alpha Technologies,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.alpha.com,800-322-5742,Suwanee,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.01906671,-84.06939881999999,Commercial,0
5052,Modules and Packs,8/1/22,NA,Active,NA,Enovate Medical,Enovate Medical,NA,Cell assemblies and groupings,Modules/Arrays,250,NA,https://www.enovatemedical.com,888-909-8906,Murfreesboro,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.83271217,-86.39829964000002,Commercial,250
5053,Modules and Packs,8/1/22,NA,Active,NA,"eNow, Inc.","eNow, Inc.",NA,Cell assemblies and groupings,Packs,14,NA,https://www.enowenergy.com,401-732-7080,Warwick,RI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.73,-71.43,Commercial,14
5054,Modules and Packs,8/1/22,NA,Active,NA,"Envia Systems, Inc.","Envia Systems, Inc.",NA,Cell assemblies and groupings,Packs,32,400 Wh/kg,https://www.enviasystems.com,510-509-1067,Newark,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.53,-122.06,Commercial,32
5055,Modules and Packs,8/4/22,NA,Planned or under construction,unknown timeline,Envision AESC,Bowling Green Plant,NA,Cell assemblies and groupings,Packs,2000,30 GWh/yr,https://www.envision-aesc.com,502-377-5675,Bowling Green,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.04,-86.32,Planned (unknown timeline),2000
5056,Modules and Packs,8/1/22,NA,Active,NA,Envision AESC,Smyrna Battery Plant,NA,Cell assemblies and groupings,Packs,400,NA,https://www.envision-aesc.com,615-768-3505,Smyrna,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.21768712,-86.46102953000002,Commercial,400
5057,Modules and Packs,8/1/22,NA,Active,NA,Erwin Quarder,Erwin Quarder USA,NA,Non-cell components,Packaging Systems,95,NA,https://www.quarder.de/en,616-575-1600,Grand Rapids,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.8707256,-85.52979212999998,Commercial,95
5058,Modules and Packs,8/1/22,NA,Active,NA,Erwin Quarder,Erwin Quarder Mexico,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.quarder.de/en,52-442-290-8865,Santiago de Quer�taro,Quer�taro,Mexico,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,20.55489496,-100.2814359,Commercial,0
5059,Modules and Packs,8/10/21,NA,Active,NA,Exponential Power,Exponential Power,NA,Cell assemblies and groupings,Packs,100,NA,https://www.exponentialpower.com,260-420-5170,Fort Wayne,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.14934565,-85.15413487,Commercial,100
5060,Modules and Packs,8/10/21,NA,Active,NA,Exponential Power,Exponential Power,NA,Cell assemblies and groupings,Packs,100,NA,https://www.exponentialpower.com,214-247-5150,Rockwell,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.91341297,-96.42263256,Commercial,100
5061,Modules and Packs,7/24/22,NA,Active,NA,Exponential Power,Exponential Power,NA,Cell assemblies and groupings,Packs,100,NA,https://www.exponentialpower.com,630-221-1730,Carol Stream,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.89703531,-88.11606412,Commercial,100
5062,Modules and Packs,8/1/22,NA,Active,NA,"Factorial, Inc.",Factorial,NA,Cell assemblies and groupings,Packs,100,NA,https://www.factorialenergy.com,617-315-9733,Woborn,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.5,-92.1,Commercial,100
5063,Modules and Packs,8/27/21,NA,Planned or under construction,unknown timeline,Flex-N-Gate,Flex-n-Gate,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.flex-n-gate.com,DNA,DNA,DNA,DNA,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,NA,NA,Planned (unknown timeline),0
5064,Modules and Packs,8/1/22,NA,Active,NA,"Flexodes, Inc","Flexodes, Inc",NA,Cell assemblies and groupings,Packs,2,NA,https://www.flexodesinc.com,281-850-8015,Sugar Land,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,29.59,-95.6,Commercial,2
5065,Modules and Packs,8/1/22,NA,Active,NA,"Flux Power, Inc.","Flux Power, Inc.",NA,Cell assemblies and groupings,Packs,121,NA,https://www.fluxpower.com,877-505-3589,Vista,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.13,-117.24000000000001,Commercial,121
5066,Modules and Packs,8/4/22,NA,Planned or under construction,2025,Ford Motor Company; SK Innovation,Blue Oval City,NA,Cell assemblies and groupings,Packs,6000,43 GWh/Yr,https://www.corporate.ford.com/operations/blue-oval-city/tennessee.html,NA,Stanton,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.46,-89.4,Planned (2025),6000
5067,Modules and Packs,8/10/21,NA,Active,NA,Ford Motor Company,Rawsonville Components Plant,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.corporate.ford.com,734-484-8626,Ypsilanti,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.20282115,-83.55756164000002,Commercial,0
5068,Modules and Packs,8/10/21,NA,Active,NA,General Motors (GM) Subsystems Manufacturing,Brownstown Battery,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.gm.com,313-972-6178,Brownstown Charter Twp,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.15602761,-83.24012454000002,Commercial,0
5069,Modules and Packs,8/10/21,NA,Active,NA,Global Battery Solutions,Global Battery Solutions,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.globalbatterysolutions.com,616-392-6911,Holland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.77548416,-86.12650912,Commercial,0
5070,Modules and Packs,NA,NA,Active,NA,"GS Yuasa Lithium Power, Inc.",GS Yuasa Lithium Power,NA,Cell assemblies and groupings,Packs,Unknown,NA,https://www.gsyuasa-lp.com,888-479-8272,Roswell,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.06258558,-84.31570442,Commercial,0
5071,Modules and Packs,8/1/22,NA,Active,NA,Highpower International Inc.,Highpower International Inc.,NA,Cell assemblies and groupings,Packs,120,850 Wh/Yr,https://www.www.highpowertech.com,844-948-3076,Montain View,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.38,-122.08,Commercial,120
5072,Modules and Packs,8/8/22,NA,Planned or under construction,2025,Honda - LGES Partnership,Honda LGES Battery Pack Manufacturing Plant,NA,Cell assemblies and groupings,Packs,2200,40 GWh/yr,"https://www.www.honda.com
www.lgensol.com",NA,Jeffersonville,OH,US,https://www.charged-the-book.com/na-ev-supply-chain-map,39.62425689,-83.58559665,Under Construction (2025),2200
5073,Modules and Packs,8/28/22,NA,Active,NA,HotStart Thermal Management,Corporate and Manufacturing HQ,NA,Non-cell components,Thermal Systems,180,NA,https://www.hotstart.com,509-534-6171,Spokane,WA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,47.66255359,-117.32743649999999,Commercial,180
5074,Modules and Packs,NA,NA,Active,NA,HYLIION,NA,NA,Non-cell components,Thermal Systems,Unknown,NA,https://www.hyliion.com,833-495-4466,Cedar Park,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.49997178,-97.79959079000001,Pre-commercial or startup,0
